Sr. No,Symbol,Company Name,"Market capitalization as on December 31, 2023
(In Lakhs)"
1926,AUROIMPEX,Auro Impex  & Chemicals Limited,9010.2908
1927,ATALREAL,Atal Realtech Limited,8992.215
1928,TREEHOUSE,Tree House Education & Accessories Limited,8885.25204
1929,VINNY,Vinny Overseas Limited,8839.68578
1930,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,8812.2627
1931,AMBANIORG,Ambani Organics Limited,8788.030455
1932,GOLDENTOBC,Golden Tobacco Limited,8733.965792
1933,RELIABLE,Reliable Data Services Limited,8668.8
1934,ZENITHEXPO,Zenith Exports Limited,8658.283125
1935,MONOPHARMA,Mono Pharmacare Limited,8657.59636
1936,ASHOKAMET,Ashoka Metcast Limited,8623.62
1937,VASWANI,Vaswani Industries Limited,8610
1938,INSPIRE,Inspire Films Limited,8573.85837
1939,PRITIKA,Pritika Engineering Components Limited,8568.63475
1940,KEYFINSERV,Keynote Financial Services Limited,8562.37358
1941,LEXUS,Lexus Granito (India) Limited,8539.87218
1942,CPS,C P S Shapers Limited,8502.9
1943,CELLPOINT,Cell Point (India) Limited,8445.8912
1944,PODDARHOUS,Poddar Housing and Development Limited,8440.5321
1945,ORIENTLTD,Orient Press Limited,8375
1946,MORARJEE,Morarjee Textiles Limited,8320.107921
1947,MAITREYA,Maitreya Medicare Limited,8307.376
1948,SHIVAMILLS,Shiva Mills Limited,8304.777488
1949,PRAMARA,Pramara Promotions Limited,8267.025
1950,CEREBRAINT,Cerebra Integrated Technologies Limited,8231.006427
1951,MAHICKRA,Mahickra Chemicals Limited,8211.50376
1952,NAGREEKEXP,Nagreeka Exports Limited,8168.55395
1953,MICROPRO,Micropro Software Solutions Limited,8164.9574
1954,TRIDHYA,Tridhya Tech Limited,8104.224
1955,SECURCRED,SecUR Credentials Limited,8089.36372
1956,CLSL,Crop Life Science Limited,8030.09
1957,VIAZ,Viaz Tyres Limited,8024.405
1958,AKG,Akg Exim Limited,7928.255712
1959,TERASOFT,Tera Software Limited,7769.874375
1960,AVSL,AVSL Industries Limited,7767.44184
1961,TAPIFRUIT,Tapi Fruit Processing Limited,7759.4395
1962,SCML,Sharp Chucks and Machines Limited,7747.05024
1963,COMPINFO,Compuage Infocom Limited,7719.12576
1964,JAIPURKURT,Nandani Creation Limited,7700.765325
1965,GSTL,Globesecure Technologies Limited,7673.7840325
1966,SHRENIK,Shrenik Limited,7650
1967,SAMBHAAV,Sambhaav Media Limited,7548.87818
1968,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,7540.626
1969,VINEETLAB,Vineet Laboratories Limited,7527.3200320000005
1970,MOKSH,Moksh Ornaments Limited,7512.4077
1971,AROGRANITE,Aro Granite Industries Limited,7466.4
1972,KANANIIND,Kanani Industries Limited,7370.583
1973,PARASPETRO,Paras Petrofils Limited,7352.862
1974,SOMATEX,Soma Textiles & Industries Limited,7234.227
1975,ICDSLTD,ICDS Limited,7203.7651
1976,PNC,Pritish Nandy Communications Limited,7190.099
1977,ACSAL,Arvind and Company Shipping Agencies Limited,7179.5087
1978,ROML,Raj Oil Mills Limited,7127.119242000001
1979,UCL,Ushanti Colour Chem Limited,7116.6305
1980,BMETRICS,Bombay Metrics Supply Chain Limited,7074.34704
1981,GANGAFORGE,Ganga Forging Limited,7046.240035
1982,MANUGRAPH,Manugraph India Limited,7010.6715605
1983,SITINET,Siti Networks Limited,6976.430784
1984,ANKITMETAL,Ankit Metal & Power Limited,6843.85925
1985,MALUPAPER,Malu Paper Mills Limited,6738.40375
1986,SHANTHALA,Shanthala FMCG Products Limited,6667.9227120000005
1987,AARVEEDEN,Aarvee Denims & Exports Limited,6615.6636
1988,UWCSL,Ultra Wiring Connectivity System Limited,6608.53517
1989,BANG,Bang Overseas Limited,6529.14
1990,SIDDHIKA,Siddhika Coatings Limited,6518.845
1991,PIGL,Power & Instrumentation (Gujarat) Limited,6508.1597
1992,SERVICE,Service Care Limited,6393.166
1993,MAKS,Maks Energy Solutions India Limited,6380.0068
1994,BANARBEADS,Banaras Beads Limited,6344.228232
1995,REXPIPES,Rex Pipes And Cables Industries Limited,6303.15
1996,AISL,ANI Integrated Services Limited,6282.1492
1997,NGIL,Nakoda Group of Industries Limited,6235.31958
1998,AKASH,Akash Infra-Projects Limited,6213.843779
1999,ISHAN,Ishan International Limited,6108.6469425
2000,TFL,Transwarranty Finance Limited,6051.439196
2001,CBAZAAR,Net Avenue Technologies Limited,6007.14184
2002,DNAMEDIA,Diligent Media Corporation Limited,6003.108918
2003,GLOBE,Globe Textiles (India) Limited,5970.08925
2004,COMMITTED,Committed Cargo Care Limited,5945.28
2005,JETFREIGHT,Jet Freight Logistics Limited,5916.48246
2006,UMA,Uma Converter Limited,5869.405797
2007,SPYL,Shekhawati Poly-Yarn Limited,5859.9
2008,FLFL,Future Lifestyle Fashions Limited,5851.471346
2009,YCCL,Yasons Chemex Care Limited,5829.78384
2010,BDR,BDR Buildcon Limited,5824.3425
2011,PRECISION,Precision Metaliks Limited,5739.450298
2012,MASTER,Master Components Limited,5718
2013,DKEGL,D.K. Enterprises Global Limited,5706.08
2014,EXCEL,Excel Realty N Infra Limited,5642.78024
2015,DESTINY,Destiny Logistics & Infra Limited,5616.62
2016,AJOONI,Ajooni Biotech Limited,5607.278144
2017,SANGANI,Sangani Hospitals Limited,5600.346435
2018,WOMANCART,Womancart Limited,5541.936
2019,MADHAV,Madhav Marbles and Granites Limited,5484.511
2020,LFIC,Lakshmi Finance & Industrial Corporation Limited,5472
2021,BURNPUR,Burnpur Cement Limited,5425.834868999999
2022,SEYAIND,Seya Industries Limited,5420.39016
2023,JETKNIT,Jet Knitwears Limited,5389.824
2024,MILTON,Milton Industries Limited,5344.9275
2025,VSCL,Vadivarhe Speciality Chemicals Limited,5343.1895
2026,PEARLPOLY,Pearl Polymers Limited,5294.586114
2027,HBSL,HB Stockholdings Limited,5267.59677
2028,OMFURN,Omfurn India Limited,5207.0928
2029,MADHUCON,Madhucon Projects Limited,5165.6458
2030,ABMINTLLTD,ABM International Limited,5164.992
2031,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,5144.6313
2032,ADL,Archidply Decor Limited,5126.51625
2033,KEEPLEARN,DSJ Keep Learning Limited,5080.106726
2034,BINANIIND,Binani Industries Limited,5065.6372625
2035,RKDL,Ravi Kumar Distilleries Limited,5052
2036,AGNI,Agni Green Power Limited,5020.4436
2037,CMRSL,Cyber Media Research & Services Limited,5006.88
2038,SUULD,Suumaya Industries Limited,4989.444645
2039,INDIFRA,Indifra Limited,4986.36
2040,CYBERMEDIA,Cyber Media (India) Limited,4943.014851
2041,TCLCONS,Tantia Constructions Limited,4931.643292
2042,SANGINITA,Sanginita Chemicals Limited,4878.12525
2043,TIMESCAN,Timescan Logistics (India) Limited,4856.66
2044,FSC,Future Supply Chain Solutions Limited,4849.137579
2045,3PLAND,3P Land Holdings Limited,4842
2046,LIBAS,Libas Consumer Products Limited,4742.0244
2047,SRPL,Shree Ram Proteins Limited,4712.4
2048,SEL,Sungarner Energies Limited,4707.0625
2049,KONTOR,Kontor Space Limited,4702.98
2050,VEEKAYEM,Veekayem Fashion and Apparels Limited,4682.95681
2051,NIDAN,Nidan Laboratories and Healthcare Limited,4628.7
2052,SUPERSPIN,Super Spinning Mills Limited,4620
2053,SAGARDEEP,Sagardeep Alloys Limited,4614.0267
2054,JFLLIFE,Jfl Life Sciences Limited,4564.353015
2055,EDUCOMP,Educomp Solutions Limited,4531.285216
2056,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,4529.3061
2057,SONUINFRA,Sonu Infratech Limited,4462.725
2058,TGBHOTELS,TGB Banquets And Hotels Limited,4451.5328
2059,ADROITINFO,Adroit Infotech Limited,4448.6881539999995
2060,ARISTO,Aristo Bio-Tech And Lifescience Limited,4425.07
2061,SGL,STL Global Limited,4372.5280680000005
2062,MARINETRAN,Marinetrans India Limited,4371.381
2063,ASLIND,ASL Industries Limited,4343.92653
2064,GODHA,Godha Cabcon & Insulation Limited,4330.56
2065,DIACABS,Diamond Power Infrastructure Limited,4319.415258999999
2066,LAXMICOT,Laxmi Cotspin Limited,4304.06517
2067,PATTECH,Pattech Fitwell Tube Components Limited,4188.88098
2068,JIWANRAM,Jiwanram Sheoduttrai Industries Limited,4157.7018
2069,COUNCODOS,Country Condo's Limited,4151.45555
2070,NEXTMEDIA,Next Mediaworks Limited,4147.360296
2071,TNTELE,Tamilnadu Telecommunication Limited,4133.2617
2072,ACEINTEG,Ace Integrated Solutions Limited,4131
2073,AGUL,A G Universal Limited,4058.16
2074,AGARWALFT,Agarwal Float Glass India Limited,4056.35328
2075,BALKRISHNA,Balkrishna Paper Mills Limited,4011.331734
2076,KKVAPOW,KKV Agro Powers Limited,3968.125
2077,AMEYA,Ameya Precision Engineers Limited,3930
2078,KHANDSE,Khandwala Securities Limited,3912.6009825
2079,GATECH,GACM Technologies Limited,3893.1904
2080,TECILCHEM,TECIL Chemicals and Hydro Power Limited,3887.5585
2081,WALPAR,Walpar Nutritions Limited,3880.59933
2082,WILLAMAGOR,Williamson Magor & Company Limited,3829.24782
2083,SHAIVAL,Shaival Reality Limited,3825.207
2084,BOHRAIND,Bohra Industries Limited,3824.48816
2085,SAHAJ,Sahaj Fashions Limited,3726.58928
2086,MEGAFLEX,Mega Flex Plastics Limited,3545.85825
2087,FMNL,Future Market Networks Limited,3538.9794315
2088,21STCENMGM,21st Century Management Services Limited,3459.75
2089,KSHITIJPOL,Kshitij Polyline Limited,3419.032275
2090,NKIND,NK Industries Limited,3413.6232
2091,HEADSUP,Heads UP Ventures Limited,3400.721786
2092,ROLLT,Rollatainers Limited,3376.755
2093,PLADAINFO,Plada Infotech Services Limited,3356.721
2094,GUJRAFFIA,Gujarat Raffia Industries Limited,3264.318
2095,VILINBIO,Vilin Bio Med Limited,3250.35
2096,KRIDHANINF,Kridhan Infra Limited,3222.49297
2097,VIVIDHA,Visagar Polytex Limited,3219.7058739999998
2098,SABAR,Sabar Flex India Limited,3209.808612
2099,QUADPRO,Quadpro Ites Limited,3108.825
2100,MITTAL,Mittal Life Style Limited,3061.56184
2101,NARMADA,Narmada Agrobase Limited,3014.588865
2102,INFOMEDIA,Infomedia Press Limited,3011.65032
2103,IMPEXFERRO,Impex Ferro Tech Limited,2989.6745360000004
2104,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,2943.60355
2105,QFIL,Quality Foils (India) Limited,2939.62
2106,CONTI,Continental Seeds and Chemicals Limited,2885.810108
2107,MINDPOOL,Mindpool Technologies Limited,2870.90625
2108,KAVVERITEL,Kavveri Telecom Products Limited,2867.70705
2109,UNIINFO,Uniinfo Telecom Services Limited,2865.75616
2110,MTEDUCARE,MT Educare Limited,2853.0081330000003
2111,LCCINFOTEC,LCC Infotech Limited,2848.350375
2112,KHAITANLTD,Khaitan (India) Limited,2845.25
2113,CALSOFT,California Software Company Limited,2813.193292
2114,SILGO,Silgo Retail Limited,2798.575
2115,MOXSH,Moxsh Overseas Educon Limited,2778.592
2116,ORIENTALTL,Oriental Trimex Limited,2763.8731639999996
2117,SUNREST,Sunrest Lifescience Limited,2722.7664
2118,RICHA,Richa Info Systems Limited,2721.6
2119,HYBRIDFIN,Hybrid Financial Services Limited,2708.1373
2120,VCL,Vaxtex Cotfab Limited,2664.40719
2121,RITEZONE,Rite Zone Chemcon India Limited,2654.494425
2122,SUPREMEENG,Supreme Engineering Limited,2624.475
2123,VERA,Vera Synthetic Limited,2566.2
2124,LRRPL,Lead Reclaim And Rubber Products Limited,2499.8403375
2125,MOHITIND,Mohit Industries Limited,2463.41805
2126,WINSOME,Winsome Yarns Limited,2404.045786
2127,OLIL,Oneclick Logistics India Limited,2385.7156
2128,MASKINVEST,Mask Investments Limited,2309.9855
2129,PERFECT,Perfect Infraengineers Limited,2301.40448
2130,ANTGRAPHIC,Antarctica Limited,2247.6392
2131,ONELIFECAP,Onelife Capital Advisors Limited,2237.8
2132,MPTODAY,Madhya Pradesh Today Media Limited,2215.48
2133,TECHIN,Techindia Nirman Limited,2148.9
2134,SAROJA,Saroja Pharma Industries India Limited,2130.85758
2135,LYPSAGEMS,Lypsa Gems & Jewellery Limited,2122.848
2136,SPENTEX,Spentex Industries Limited,2109.6428225
2137,SHANTI,Shanti Overseas (India) Limited,1976.868
2138,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,1961.67915
2139,EASTSILK,Eastern Silk Industries Limited,1894.86288
2140,ORTINLAB,Ortin Laboratories Limited,1878.3515519999999
2141,GRETEX,Gretex Industries Limited,1872.0562
2142,TIJARIA,Tijaria Polypipes Limited,1832.101056
2143,OMKARCHEM,Omkar Speciality Chemicals Limited,1821.153354
2144,VIVO,Vivo Collaboration Solutions Limited,1813.5
2145,SILLYMONKS,Silly Monks Entertainment Limited,1720.60405
2146,SPRL,Sp Refractories Limited,1700.025
2147,AILIMITED,Abhishek Integrations Limited,1683.028815
2148,DIGJAMLMTD,Digjam Limited,1650
2149,UMESLTD,Usha Martin Education & Solutions Limited,1637.780282
2150,VIJIFIN,Viji Finance Limited,1567.5
2151,KANDARP,Kandarp Digi Smart BPO Limited,1525.41
2152,BRIGHT,Bright Solar Limited,1524.939
2153,TVVISION,TV Vision Limited,1511.0355
2154,KCK,Kck Industries Limited,1485
2155,AMIABLE,Amiable Logistics (India) Limited,1433.524
2156,JAKHARIA,JAKHARIA FABRIC LIMITED,1373.57454
2157,BLUECHIP,Blue Chip India Limited,1354.95633
2158,ARENTERP,Rajdarshan Industries Limited,1321.0275
2159,GLFL,Gujarat Lease Financing Limited,1302.036816
2160,NORBTEAEXP,Norben Tea & Exports Limited,1292.5
2161,INNOVATIVE,Innovative Tyres and Tubes Limited,1214.4303675
2162,KALYANI,Kalyani Commercials Limited,1193
2163,TRANSWIND,Transwind Infrastructures Limited,1177.264
2164,DRL,Dhanuka Realty Limited,1161.006
2165,SMVD,SMVD Poly Pack Limited,1078.23661
2166,EUROTEXIND,Eurotex Industries and Exports Limited,1032.48407
2167,RADAAN,Radaan Mediaworks India Limited,1029.06926
2168,SHYAMTEL,Shyam Telecom Limited,1014.3
2169,TARAPUR,Tarapur Transformers Limited,1004.2505665000001
2170,SABTN,Sri Adhikari Brothers Television Network Limited,978.446
2171,MANAV,Manav Infra Projects Limited,967.294
2172,PREMIER,Premier Limited,956.735955
2173,BKMINDST,Bkm Industries Limited,917.4767
2174,ACCORD,Accord Synergy Limited,876.68
2175,ALPSINDUS,Alps Industries Limited,860.5102
2176,DCMFINSERV,DCM Financial Services Limited,854.5804085
2177,ABNINT,A B N Intercorp Limited,839.064
2178,SANCO,Sanco Industries Limited,837.248
2179,AHIMSA,Ahimsa Industries Limited,823.835495
2180,CREATIVEYE,Creative Eye Limited,812.359125
2181,UNIVAFOODS,Univa Foods Limited,794.9154
2182,JALAN,Jalan Transolutions (India) Limited,785.00988
2183,BLUECOAST,Blue Coast Hotels Limited,771.2816485
2184,NIRAJISPAT,Niraj Ispat Industries Limited,672
2185,SABEVENTS,Sab Events & Governance Now Media Limited,639.5063710000001
2186,MELSTAR,Melstar Information Technologies Limited,607.0334075
2187,LAKPRE,Lakshmi Precision Screws Limited,590.850018
2188,BHALCHANDR,Bhalchandram Clothing Limited,476
2189,SKSTEXTILE,SKS Textiles Limited,425.3565285
2190,VASA,Vasa Retail and Overseas Ltd,341.57535
2191,ABHISHEK,Abhishek Corporation Limited,"*Not available for trading as on December 31, 2023"
2192,AHLWEST,Asian Hotels (West) Limited,"*Not available for trading as on December 31, 2023"
2193,AIFL,Ashapura Intimates Fashion Limited,"*Not available for trading as on December 31, 2023"
2194,AJRINFRA,AJR INFRA AND TOLLING LIMITED,"*Not available for trading as on December 31, 2023"
2195,ALCHEM,Alchemist Limited,"*Not available for trading as on December 31, 2023"
2196,ARCOTECH,Arcotech Limited,"*Not available for trading as on December 31, 2023"
2197,ATCOM,Atcom Technologies Limited,"*Not available for trading as on December 31, 2023"
2198,ATLASCYCLE,Atlas Cycles (Haryana) Limited,"*Not available for trading as on December 31, 2023"
2199,ATNINTER,ATN International Limited,"*Not available for trading as on December 31, 2023"
2200,BHARATIDIL,Bharati Defence and Infrastructure Limited,"*Not available for trading as on December 31, 2023"
2201,BILENERGY,Bil Energy Systems Limited,"*Not available for trading as on December 31, 2023"
2202,BIRLATYRE,Birla Tyres Limited,"*Not available for trading as on December 31, 2023"
2203,BLUEBLENDS,Blue Blends (I) Limited,"*Not available for trading as on December 31, 2023"
2204,BRFL,Bombay Rayon Fashions Limited,"*Not available for trading as on December 31, 2023"
2205,CANDC,C & C Constructions Limited,"*Not available for trading as on December 31, 2023"
2206,CCCL,Consolidated Construction Consortium Limited,"*Not available for trading as on December 31, 2023"
2207,CELESTIAL,Celestial Biolabs Limited,"*Not available for trading as on December 31, 2023"
2208,CKFSL,Cox & Kings Financial Service Limited,"*Not available for trading as on December 31, 2023"
2209,DHARSUGAR,Dharani Sugars & Chemicals Limited,"*Not available for trading as on December 31, 2023"
2210,DQE,DQ Entertainment (International) Limited,"*Not available for trading as on December 31, 2023"
2211,DSKULKARNI,DS Kulkarni Developers Limited,"*Not available for trading as on December 31, 2023"
2212,EASTSUGIND,Eastern Sug & Inds Limited,"*Not available for trading as on December 31, 2023"
2213,EASUNREYRL,Easun Reyrolle Limited,"*Not available for trading as on December 31, 2023"
2214,EON,Eon Electric Limited,"*Not available for trading as on December 31, 2023"
2215,EUROCERA,Euro Ceramics Limited,"*Not available for trading as on December 31, 2023"
2216,EUROMULTI,Euro Multivision Limited,"*Not available for trading as on December 31, 2023"
2217,FEDDERELEC,Fedders Electric and Engineering Limited,"*Not available for trading as on December 31, 2023"
2218,GAMMONIND,Gammon India Limited,"*Not available for trading as on December 31, 2023"
2219,GITANJALI,Gitanjali Gems Limited,"*Not available for trading as on December 31, 2023"
2220,ICSA,ICSA (India) Limited,"*Not available for trading as on December 31, 2023"
2221,INDLMETER,IMP Powers Limited,"*Not available for trading as on December 31, 2023"
2222,IVRCLINFRA,IVRCL Limited,"*Not available for trading as on December 31, 2023"
2223,JAINSTUDIO,Jain Studios Limited,"*Not available for trading as on December 31, 2023"
2224,JBFIND,JBF Industries Limited,"*Not available for trading as on December 31, 2023"
2225,JIKIND,JIK Industries Limited,"*Not available for trading as on December 31, 2023"
2226,JINDCOT,Jindal Cotex Limited,"*Not available for trading as on December 31, 2023"
2227,JPINFRATEC,Jaypee Infratech Limited,"*Not available for trading as on December 31, 2023"
2228,KGL,Karuturi Global Limited,"*Not available for trading as on December 31, 2023"
2229,KSERASERA,KSS Limited,"*Not available for trading as on December 31, 2023"
2230,KSK,KSK Energy Ventures Limited,"*Not available for trading as on December 31, 2023"
2231,LAKSHMIEFL,Lakshmi Energy and Foods Limited,"*Not available for trading as on December 31, 2023"
2232,LEEL,LEEL Electricals Limited,"*Not available for trading as on December 31, 2023"
2233,MANPASAND,Manpasand Beverages Limited,"*Not available for trading as on December 31, 2023"
2234,MCDHOLDING,McDowell Holdings Limited,"*Not available for trading as on December 31, 2023"
2235,MERCATOR,Mercator Limited,"*Not available for trading as on December 31, 2023"
2236,METKORE,Metkore Alloys & Industries Limited,"*Not available for trading as on December 31, 2023"
2237,MODTHREAD,Modern Thread Limited,"*Not available for trading as on December 31, 2023"
2238,MOHOTAIND,Mohota Industries Limited,"*Not available for trading as on December 31, 2023"
2239,MVL,MVL Limited,"*Not available for trading as on December 31, 2023"
2240,NAKODA,Nakoda Limited,"*Not available for trading as on December 31, 2023"
2241,NITINFIRE,Nitin Fire Protection Industries Limited,"*Not available for trading as on December 31, 2023"
2242,NTL,Neueon Towers Limited,"*Not available for trading as on December 31, 2023"
2243,NUTEK,Nu Tek India Limited,"*Not available for trading as on December 31, 2023"
2244,OPTOCIRCUI,Opto Circuits (India) Limited,"*Not available for trading as on December 31, 2023"
2245,PDPL,Parenteral Drugs (India) Limited,"*Not available for trading as on December 31, 2023"
2246,PINCON,Pincon Spirit Limited,"*Not available for trading as on December 31, 2023"
2247,PRATIBHA,Pratibha Industries Limited,"*Not available for trading as on December 31, 2023"
2248,PUNJLLOYD,Punj Lloyd Limited,"*Not available for trading as on December 31, 2023"
2249,RAINBOWPAP,Rainbow Papers Limited,"*Not available for trading as on December 31, 2023"
2250,RMMIL,Resurgere Mines & Minerals Limited,"*Not available for trading as on December 31, 2023"
2251,RUSHABEAR,Rushabh Precision Bearings Limited,"*Not available for trading as on December 31, 2023"
2252,SATHAISPAT,Sathavahana Ispat Limited,"*Not available for trading as on December 31, 2023"
2253,SBIHOMEFIN,SBI Home Finance Limited,"*Not available for trading as on December 31, 2023"
2254,SHIRPUR-G,Shirpur Gold Refinery Limited,"*Not available for trading as on December 31, 2023"
2255,TALWALKARS,Talwalkars Better Value Fitness Limited,"*Not available for trading as on December 31, 2023"
2256,TALWGYM,Talwalkars Healthclubs Limited,"*Not available for trading as on December 31, 2023"
2257,TECHNOFAB,Technofab Engineering Limited,"*Not available for trading as on December 31, 2023"
2258,TULSI,Tulsi Extrusions Limited,"*Not available for trading as on December 31, 2023"
2259,UNIPLY,Uniply Industries Limited,"*Not available for trading as on December 31, 2023"
2260,UNITY,Unity Infraprojects Limited,"*Not available for trading as on December 31, 2023"
2261,VALECHAENG,Valecha Engineering Limited,"*Not available for trading as on December 31, 2023"
2262,VALUEIND,Value Industries Limited,"*Not available for trading as on December 31, 2023"
2263,VIDEOIND,Videocon Industries Limited,"*Not available for trading as on December 31, 2023"
2264,VISUINTL,Visu International Limited,"*Not available for trading as on December 31, 2023"
2265,VIVIMEDLAB,Vivimed Labs Limited,"*Not available for trading as on December 31, 2023"
2266,ZICOM,Zicom Electronic Security Systems Limited,"*Not available for trading as on December 31, 2023"
,,,
"Note: Kindly refer regulation 15 to 27 of SEBI (Listing Obligation and Disclosure Requirments) Regulations, 2015 for determining the applicability of other provisions of Corporate Governance.

* The list includes companies which are either suspended due to Capital Reduction/ALF/GSM/non-compliance etc.",,,
