Ticker,Description,Sector,Industry,Exchange
SCTL,SUNCARE TRADERS LIMITED,Non-Energy Minerals,Forest Products,BSE
AIML,ALLIANCE INTEGRATED METALIKS L,Non-Energy Minerals,Steel,BSE
PACIFICI,PACIFIC INDUSTRIES LTD.,Non-Energy Minerals,Construction Materials,BSE
UNITINT,UNITECH INTERNATIONAL LTD.,Non-Energy Minerals,Steel,BSE
NEELKAN,NEELKANTH ROCKMINERALS LTD.,Non-Energy Minerals,Construction Materials,BSE
ARFIN,ARFIN INDIA LIMITED,Non-Energy Minerals,Aluminum,BSE
ALUFLUOR,ALUFLUORIDE LTD.,Non-Energy Minerals,Aluminum,BSE
GARGFUR,GARG FURNACE LTD.,Non-Energy Minerals,Steel,BSE
ELANGO,ELANGO INDUSTRIES LTD.,Non-Energy Minerals,Steel,BSE
ADITYA,ADITYA ISPAT LTD.,Non-Energy Minerals,Steel,BSE
RCIIND,RCI INDUSTRIES & TECHNOLOGIES,Non-Energy Minerals,Other Metals/Minerals,BSE
TULSYAN,TULSYAN NEC LTD.,Non-Energy Minerals,Steel,BSE
NIRAVCOM,NIRAV COMMERCIALS LTD.,Non-Energy Minerals,Aluminum,BSE
DECNGOLD,DECCAN GOLD MINES LTD.,Non-Energy Minerals,Precious Metals,BSE
MAYURFL,MAYUR FLOORINGS LTD.,Non-Energy Minerals,Construction Materials,BSE
AMCOIND,AMCO INDIA LTD.,Non-Energy Minerals,Aluminum,BSE
PANCHMAHQ,PANCHMAHAL STEEL LTD.,Non-Energy Minerals,Steel,BSE
KAJARIR,KIC METALIKS LTD.,Non-Energy Minerals,Steel,BSE
CREATIVE,CREATIVE CASTINGS LIMITED,Non-Energy Minerals,Steel,BSE
EARTH,EARTHSTAHL & ALLOYS LIMITED,Non-Energy Minerals,Steel,BSE
RUDRA,RUDRA GLOBAL INFRA PRODUCTS LI,Non-Energy Minerals,Steel,BSE
SPIC,SOUTHERN PETROCHEM,Process Industries,Chemicals: Agricultural,NSE
PONNIERODE,PONNI SUGARS ERODE,Process Industries,Agricultural Commodities/Milling,NSE
GOACARBON,GOA CARBON,Process Industries,Industrial Specialties,NSE
PUNJABCHEM,PUNJAB CHEM&CROP,Process Industries,Chemicals: Agricultural,NSE
SGL,STL GLOBAL LTD,Process Industries,Textiles,NSE
ASTRON,ASTRON PAPER & BOA,Process Industries,Containers/Packaging,NSE
ARVEE,ARVEE LABORATORIES I LTD,Process Industries,Chemicals: Specialty,NSE
ARROWGREEN,ARROW GREENTECH LI,Process Industries,Containers/Packaging,NSE
GRINDWELL,GRINDWELL NORTON,Process Industries,Industrial Specialties,NSE
KOTYARK,KOTYARK INDUSTRIES,Process Industries,Industrial Specialties,NSE
POLYPLEX,POLYPLEX CORP,Process Industries,Chemicals: Specialty,NSE
AGI,AGI GREENPAC LTD,Process Industries,Containers/Packaging,NSE
ARVIND,ARVIND LTD,Process Industries,Textiles,NSE
RAJRILTD,RAJ RAYON INDUSTRIES LTD,Process Industries,Textiles,NSE
SPLPETRO,SUPREME PETROCHEM LTD,Process Industries,Industrial Specialties,NSE
BALAMINES,BALAJI AMINES LTD,Process Industries,Chemicals: Specialty,NSE
GRAUWEIL,GRAUER & WEIL IND LTD,Process Industries,Chemicals: Specialty,NSE
MITTAL,MITTAL LIFE STYLE,Process Industries,Textiles,NSE
BEARDSELL,BEARDSELL LTD,Process Industries,Chemicals: Specialty,NSE
DMCC,DMCC SPECIALITY CHEMICALS,Process Industries,Chemicals: Major Diversified,NSE
UGARSUGAR,UGAR SUGAR WORKS,Process Industries,Agricultural Commodities/Milling,NSE
SHK,S H KELKAR AND COM,Process Industries,Chemicals: Specialty,NSE
MEGASTAR,MEGASTAR FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
ROLLT,ROLLATAINERS LTD,Process Industries,Containers/Packaging,NSE
LXCHEM,LAXMI ORGANIC INDUS LTD,Process Industries,Chemicals: Specialty,NSE
BBTCL,B&B TRIPLEWALL CONT LTD,Process Industries,Containers/Packaging,NSE
DHANUKA,DHANUKA AGRITECH,Process Industries,Chemicals: Specialty,NSE
SHIVALIK,SHIVALIK RASAYAN LTD,Process Industries,Chemicals: Agricultural,NSE
DHARSUGAR,DHARANI SUGAR & CH,Process Industries,Agricultural Commodities/Milling,NSE
PKTEA,PERIA KARAMALAI TE,Process Industries,Agricultural Commodities/Milling,NSE
MALUPAPER,MALU PAPER MILLS,Process Industries,Pulp & Paper,NSE
MOL,MEGHMANI ORGANICS LTD,Process Industries,Chemicals: Specialty,NSE
NAVINFLUOR,NAVIN FLUORINE INT,Process Industries,Chemicals: Specialty,NSE
KRISHANA,KRISHANA PHOSCHEM LTD,Process Industries,Chemicals: Agricultural,NSE
DWARKESH,DWARIKESH SUGAR IN,Process Industries,Agricultural Commodities/Milling,NSE
ZUARI,ZUARI AGRO CHEMICA,Process Industries,Chemicals: Agricultural,NSE
PIDILITIND,PIDILITE INDUSTRIE,Process Industries,Industrial Specialties,NSE
JUBLINDS,JUBILANT INDUSTRIE,Process Industries,Textiles,NSE
MFL,MEGHMANI FINECHEM LTD,Process Industries,Chemicals: Agricultural,NSE
AVADHSUGAR,AVADH SUGAR ENERGY,Process Industries,Agricultural Commodities/Milling,NSE
TIRUMALCHM,THIRUMALAI CHEM,Process Industries,Chemicals: Specialty,NSE
NATHBIOGEN,NATH BIO-GENES (IN,Process Industries,Agricultural Commodities/Milling,NSE
BALKRISHNA,BALKRISHNA PAPER M,Process Industries,Pulp & Paper,NSE
VIVIDHA,VISAGAR POLYTEX,Process Industries,Textiles,NSE
PCBL,PCBL LTD,Process Industries,Industrial Specialties,NSE
LINDEINDIA,LINDE INDIA LTD,Process Industries,Chemicals: Specialty,NSE
RALLIS,RALLIS INDIA LTD,Process Industries,Chemicals: Agricultural,NSE
SELMC,SEL MANUFACTURING CO LTD,Process Industries,Textiles,NSE
SHREERAMA,SHREE RAMA MULTI,Process Industries,Containers/Packaging,NSE
SANWARIA,SANWARIA CONSUMER,Process Industries,Agricultural Commodities/Milling,NSE
VSCL,VADIVARHE SPECIALI,Process Industries,Chemicals: Specialty,NSE
BASF,BASF INDIA,Process Industries,Chemicals: Specialty,NSE
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,Process Industries,Chemicals: Specialty,NSE
UFLEX,UFLEX LTD,Process Industries,Containers/Packaging,NSE
ANDHRSUGAR,ANDHRA SUGARS,Process Industries,Chemicals: Specialty,NSE
RUBYMILLS,RUBY MILLS,Process Industries,Textiles,NSE
MARALOVER,MARAL OVERSEAS,Process Industries,Textiles,NSE
BAJAJHIND,BAJAJ HINDUSTHAN S,Process Industries,Agricultural Commodities/Milling,NSE
SHREEPUSHK,SHREE PUSHKAR CHEM,Process Industries,Chemicals: Specialty,NSE
GODREJAGRO,GODREJ AGROVET LTD,Process Industries,Agricultural Commodities/Milling,NSE
EMMBI,EMMBI INDUSTRIES,Process Industries,Containers/Packaging,NSE
VISHNU,VISHNU CHEMICALS L,Process Industries,Chemicals: Specialty,NSE
DIGJAMLMTD,DIGJAM LTD,Process Industries,Textiles,NSE
JINDALPOLY,JINDAL POLY FILMS,Process Industries,Containers/Packaging,NSE
AGROPHOS,AGRO PHOS INDIA LTD,Process Industries,Chemicals: Agricultural,NSE
TTL,TT LTD,Process Industries,Textiles,NSE
STYRENIX,STYRENIX PERFORMANCE LTD,Process Industries,Chemicals: Specialty,NSE
SUDARSCHEM,SUDARSHAN CHEMICAL,Process Industries,Chemicals: Specialty,NSE
NDL,NANDAN DENIM LTD,Process Industries,Textiles,NSE
IPL,INDIA PESTICIDES LTD,Process Industries,Chemicals: Agricultural,NSE
SEYAIND,SEYA INDUSTRIES LTD,Process Industries,Chemicals: Major Diversified,NSE
KIRIINDUS,KIRI INDUSTRIES LTD,Process Industries,Chemicals: Specialty,NSE
DCMSRIND,DCM SHRIRAM IND LTD,Process Industries,Agricultural Commodities/Milling,NSE
ATUL,ATUL LTD,Process Industries,Chemicals: Agricultural,NSE
HUHTAMAKI,HUHTAMAKI INDIA LTD,Process Industries,Containers/Packaging,NSE
COROMANDEL,COROMANDEL INTL,Process Industries,Chemicals: Specialty,NSE
USASEEDS,UPSURGE SEEDS OF A,Process Industries,Agricultural Commodities/Milling,NSE
ASHIMASYN,ASHIMA,Process Industries,Textiles,NSE
MAXVIL,MAX VENTURES & IND,Process Industries,Containers/Packaging,NSE
NAHARPOLY,NAHAR POLY FILMS,Process Industries,Textiles,NSE
NARMADA,NARMADA AGROBASE LTD,Process Industries,Agricultural Commodities/Milling,NSE
TNPETRO,TAMILNADU PETRO PR,Process Industries,Chemicals: Specialty,NSE
SRPL,SHREE RAM PROTEINS LTD.,Process Industries,Agricultural Commodities/Milling,NSE
JINDWORLD,JINDAL WORLDWIDE,Process Industries,Textiles,NSE
VTL,VARDHMAN TEXTILES,Process Industries,Textiles,NSE
IVP,IVP LTD,Process Industries,Chemicals: Specialty,NSE
TAINWALCHM,TAINWALA CHEMICALS,Process Industries,Containers/Packaging,NSE
CHEMPLASTS,CHEMPLAST SANMAR LTD,Process Industries,Chemicals: Major Diversified,NSE
KITEX,KITEX GARMENTS LTD,Process Industries,Textiles,NSE
BSHSL,BOMBAY SUPER HYBRID SEEDS,Process Industries,Chemicals: Agricultural,NSE
SHIVAMILLS,SHIVA MILLS LTD,Process Industries,Textiles,NSE
OAL,ORIENTAL AROMATICS LTD,Process Industries,Chemicals: Specialty,NSE
CARBORUNIV,CARBORUNDUM UNVRSL,Process Industries,Industrial Specialties,NSE
NOCIL,NOCIL LTD,Process Industries,Chemicals: Specialty,NSE
SUMICHEM,SUMITOMO CHEMICAL IND LTD,Process Industries,Chemicals: Agricultural,NSE
DHAMPURSUG,DHAMPUR SUGAR MILL,Process Industries,Agricultural Commodities/Milling,NSE
AMBICAAGAR,AMBICA AGARB AROMA,Process Industries,Chemicals: Major Diversified,NSE
FOSECOIND,FOSECO(INDIA),Process Industries,Chemicals: Major Diversified,NSE
SAKHTISUG,SAKTHI SUGAR,Process Industries,Agricultural Commodities/Milling,NSE
BSL,BSL,Process Industries,Textiles,NSE
BASML,BANNARI AMMAN SPIN,Process Industries,Textiles,NSE
ROSSARI,ROSSARI BIOTECH LTD,Process Industries,Chemicals: Specialty,NSE
ORIENTPPR,ORIENT PAPER & IND,Process Industries,Pulp & Paper,NSE
MAHICKRA,MAHICKRA CHEMICALS,Process Industries,Chemicals: Specialty,NSE
FAZE3Q,FAZE THREE LTD,Process Industries,Textiles,NSE
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,Process Industries,Textiles,NSE
AYMSYNTEX,AYM SYNTEX LTD,Process Industries,Textiles,NSE
GINNIFILA,GINNI FILAMENTS,Process Industries,Textiles,NSE
FILATEX,FILATEX INDIA,Process Industries,Textiles,NSE
MOHITIND,MOHIT INDUSTRIES,Process Industries,Textiles,NSE
KINGFA,KINGFA SCIENCE & T,Process Industries,Chemicals: Specialty,NSE
UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,Process Industries,Textiles,NSE
VCL,VAXTEX COTFAB LTD,Process Industries,Textiles,NSE
SOTL,SAVITA OIL TECHNOL,Process Industries,Chemicals: Specialty,NSE
ASAHISONG,ASAHI SONGWON COLO,Process Industries,Chemicals: Specialty,NSE
VARDMNPOLY,VARDHMAN POLYTEX,Process Industries,Textiles,NSE
BALLARPUR,BALLARPUR INDS,Process Industries,Pulp & Paper,NSE
MAGADSUGAR,MAGADH SUGAR & ENE,Process Industries,Agricultural Commodities/Milling,NSE
KSCL,KAVERI SEED COMPAN,Process Industries,Agricultural Commodities/Milling,NSE
CHEMCON,CHEMCON SPECIAL CHEM LTD,Process Industries,Chemicals: Specialty,NSE
KNAGRI,KN AGRI RESOURCES,Process Industries,Agricultural Commodities/Milling,NSE
TARSONS,TARSONS PRODUCTS LTD,Process Industries,Containers/Packaging,NSE
SPYL,SHEKHAWATI POLY,Process Industries,Textiles,NSE
GNFC,GUJARAT NARMADA VA,Process Industries,Chemicals: Specialty,NSE
INDOAMIN,INDO AMINES LTD,Process Industries,Chemicals: Major Diversified,NSE
EMAMIPAP,EMAMI PAPER MILLS LTD,Process Industries,Pulp & Paper,NSE
CLEAN,CLEAN SCIENCE & TECH LTD,Process Industries,Chemicals: Specialty,NSE
RSWM,RSWM LTD,Process Industries,Textiles,NSE
RUCHIRA,RUCHIRA PAPERS LTD,Process Industries,Pulp & Paper,NSE
JAICORPLTD,JAI CORP LTD,Process Industries,Containers/Packaging,NSE
BAYERCROP,BAYER CROPSCIENCE,Process Industries,Chemicals: Agricultural,NSE
SUMEETINDS,SUMEET INDUSTRIES,Process Industries,Textiles,NSE
FLEXITUFF,FLEXITUFF VENTURES,Process Industries,Containers/Packaging,NSE
ASIANPAINT,ASIAN PAINTS LTD,Process Industries,Industrial Specialties,NSE
ASTEC,ASTEC LIFESCIENCES,Process Industries,Chemicals: Agricultural,NSE
DEEPAKFERT,DEEPAK FERTILISERS,Process Industries,Chemicals: Agricultural,NSE
JOCIL,JOCIL LTD,Process Industries,Chemicals: Specialty,NSE
SESHAPAPER,SESHASAYEE PAPER&B,Process Industries,Pulp & Paper,NSE
VERA,VERA SYNTHETIC LTD,Process Industries,Textiles,NSE
MANGCHEFER,MANGALORE CHEMICAL,Process Industries,Chemicals: Agricultural,NSE
RAYMOND,RAYMOND LTD,Process Industries,Textiles,NSE
NKIND,NK INDUSTRIES,Process Industries,Agricultural Commodities/Milling,NSE
SATIA,SATIA INDUSTRIES LTD,Process Industries,Pulp & Paper,NSE
CHEMBOND,CHEMBOND CHEMICALS LTD,Process Industries,Chemicals: Major Diversified,NSE
ROML,RAJ OIL MILLS LTD,Process Industries,Agricultural Commodities/Milling,NSE
LAXMICOT,LAXMI COTSPIN LTD,Process Industries,Textiles,NSE
AMAL,AMAL LTD.,Process Industries,Chemicals: Specialty,BSE
AARVEEDEN,AARVEE DENIMS & EX,Process Industries,Textiles,NSE
BOMDYEING,BOMBAY DYEING &MFG,Process Industries,Textiles,NSE
GLOBE,GLOBE TEXTILES (I) LTD.,Process Industries,Textiles,NSE
INDIAGLYCO,INDIA GLYCOL,Process Industries,Chemicals: Specialty,NSE
GOCLCORP,GOCL CORPORATION L,Process Industries,Industrial Specialties,NSE
FACT,FERTILIZERS & CHEM,Process Industries,Chemicals: Agricultural,NSE
OCCL,ORIENTAL CARB & CH,Process Industries,Chemicals: Specialty,NSE
MBAPL,MADHYA BHARAT AGRO P. LTD,Process Industries,Chemicals: Agricultural,NSE
BORORENEW,BOROSIL RENEWABLES LTD,Process Industries,Industrial Specialties,NSE
RAMANEWS,SHREE RAMA NEWSPRI,Process Industries,Pulp & Paper,NSE
BHARATRAS,BHARAT RASAYAN LTD,Process Industries,Chemicals: Agricultural,NSE
HSCL,HIMADRI SPECIALITY,Process Industries,Industrial Specialties,NSE
BALRAMCHIN,BALRAMPUR CHINI MI,Process Industries,Agricultural Commodities/Milling,NSE
OSWALSEEDS,SHREEOSWAL S AND CHE LTD,Process Industries,Agricultural Commodities/Milling,NSE
KAMOPAINTS,KAMDHENU VENTURES LTD,Process Industries,Industrial Specialties,NSE
AXITA,AXITA COTTON LTD,Process Industries,Agricultural Commodities/Milling,NSE
TNPL,TAMIL NADU NEWSPRI,Process Industries,Pulp & Paper,NSE
SIL,STANDARD INDS,Process Industries,Chemicals: Specialty,NSE
AKZOINDIA,AKZO NOBEL INDIA,Process Industries,Industrial Specialties,NSE
KOTHARIPET,KOTHARI PETROCHEM,Process Industries,Chemicals: Specialty,NSE
SIRCA,SIRCA PAINT INDIA LTD,Process Industries,Industrial Specialties,NSE
WEIZMANIND,WEIZMANN,Process Industries,Textiles,NSE
SALONA,SALONA COTSPIN,Process Industries,Textiles,NSE
AGARIND,AGARWAL INDUSTRIAL,Process Industries,Chemicals: Specialty,NSE
RAJSREESUG,RAJSHREE SUG &CHEM,Process Industries,Agricultural Commodities/Milling,NSE
SPORTKING,SPORTKING INDIA LTD,Process Industries,Textiles,NSE
ATFL,AGRO TECH FOODS,Process Industries,Agricultural Commodities/Milling,NSE
MANALIPETC,MANALI PETROCHEMS,Process Industries,Chemicals: Specialty,NSE
NAGAFERT,NAGARJUNA FERTILIZ,Process Industries,Chemicals: Agricultural,NSE
KMSUGAR,KM SUGAR MILLS LTD,Process Industries,Agricultural Commodities/Milling,NSE
FINEORG,FINE ORGANIC IND,Process Industries,Chemicals: Major Diversified,NSE
CENTURYTEX,CENTURY TEXT & IND,Process Industries,Textiles,NSE
SPENTEX,SPENTEX INDUSTRIES,Process Industries,Textiles,NSE
PEARLPOLY,PEARL POLYMERS,Process Industries,Containers/Packaging,NSE
DBOL,DHAMPUR BIO ORGANICS LTD,Process Industries,Agricultural Commodities/Milling,NSE
NAGREEKEXP,NAGREEKA EXPORTS,Process Industries,Textiles,NSE
GANESHBE,GANESH BENZOPLAST LTD,Process Industries,Chemicals: Specialty,NSE
HARRMALAYA,HARRISONS MALAYALA,Process Industries,Agricultural Commodities/Milling,NSE
DCW,DCW,Process Industries,Chemicals: Specialty,NSE
VINEETLAB,VINEET LABORATORIES LTD,Process Industries,Chemicals: Specialty,NSE
VENKEYS,VENKY'S (INDIA),Process Industries,Agricultural Commodities/Milling,NSE
MAGNUM,MAGNUM VENTURES LTD,Process Industries,Pulp & Paper,NSE
DICIND,DIC INDIA,Process Industries,Industrial Specialties,NSE
TRIDENT,TRIDENT LTD,Process Industries,Textiles,NSE
EIDPARRY,E.I.D.-PARRY(INDIA,Process Industries,Chemicals: Agricultural,NSE
NFL,NATIONAL FERTI.LTD,Process Industries,Chemicals: Agricultural,NSE
SHIVATEX,SHIVA TEXYARN LTD,Process Industries,Textiles,NSE
UTTAMSUGAR,UTTAM SUGAR MILLS,Process Industries,Agricultural Commodities/Milling,NSE
UMA,UMA CONVERTER LTD,Process Industries,Containers/Packaging,NSE
VEEKAYEM,VEEKAYEM FASHION A,Process Industries,Textiles,NSE
BODALCHEM,BODAL CHEMICALS,Process Industries,Industrial Specialties,NSE
ALKALI,ALKALI METALS LTD,Process Industries,Chemicals: Specialty,NSE
SOLARINDS,SOLAR INDUSTRIES I,Process Industries,Industrial Specialties,NSE
AKSHARCHEM,AKSHARCHEM (INDIA),Process Industries,Chemicals: Specialty,NSE
20MICRONS,20 MICRONS LTD,Process Industries,Chemicals: Major Diversified,NSE
DAAWAT,L.T. FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
AETHER,AETHER INDUSTRIES LTD,Process Industries,Chemicals: Major Diversified,NSE
CHEVIOT,CHEVIOT COMPANY LTD,Process Industries,Textiles,NSE
JAYAGROGN,JAYANT AGRO-ORG,Process Industries,Agricultural Commodities/Milling,NSE
COSMOFIRST,COSMO FIRST LTD,Process Industries,Containers/Packaging,NSE
SRHHYPOLTD,SREE RAYALASEEMA H,Process Industries,Chemicals: Specialty,NSE
ICIL,INDO COUNT INDUSTR,Process Industries,Textiles,NSE
MADRASFERT,MADRAS FERTILIZERS,Process Industries,Chemicals: Agricultural,NSE
SIMBHALS,SIMBHAOLI SUGARS L,Process Industries,Agricultural Commodities/Milling,NSE
ESTER,ESTER INDUSTRIES,Process Industries,Industrial Specialties,NSE
VISAKAIND,VISAKA IND,Process Industries,Industrial Specialties,NSE
AARTIPP.E1,AARTI SURFACTANTS LTD,Process Industries,Chemicals: Major Diversified,NSE
CHAMBLFERT,CHAMBAL FERTILISER,Process Industries,Chemicals: Specialty,NSE
MAYURUNIQ,MAYUR UNIQUOTERS L,Process Industries,Textiles,NSE
KANORICHEM,KANORIA CHEMICALS,Process Industries,Chemicals: Specialty,NSE
KHAICHEM,KHAITAN CHEM & FERT LTD,Process Industries,Chemicals: Agricultural,NSE
BCCL,BHATIA COLOUR CHEM LIMITED,Process Industries,Chemicals: Specialty,BSE
AMBIKCO,AMBIKA COTTON MILL,Process Industries,Textiles,NSE
MGEL,MANGALAM GLOBAL ENT LTD,Process Industries,Agricultural Commodities/Milling,NSE
TPLPLASTEH,TPL PLASTECH LTD.,Process Industries,Chemicals: Specialty,NSE
DALMIASUG,DALMIA BHARAT SUGA,Process Industries,Agricultural Commodities/Milling,NSE
NAHARINDUS,NAHAR IND ENTERPRI,Process Industries,Textiles,NSE
RAMAPHO,RAMA PHOSPHATES LTD,Process Industries,Chemicals: Agricultural,NSE
GENUSPAPER,GENUS PAPER AND BO,Process Industries,Pulp & Paper,NSE
SIGIND,SIGNET INDUSTRIES,Process Industries,Chemicals: Specialty,NSE
ALPSINDUS,ALPS INDS,Process Industries,Industrial Specialties,NSE
LAGNAM,LAGNAM SPINTEX LTD,Process Industries,Textiles,NSE
PAR,PAR DRUGS AND CHEM LTD,Process Industries,Chemicals: Specialty,NSE
VINATIORGA,VINATI ORGANICS,Process Industries,Chemicals: Specialty,NSE
BOHRAIND,BOHRA INDUSTRIES LTD,Process Industries,Chemicals: Agricultural,NSE
TIMETECHNO,TIME TECHNOPLAST,Process Industries,Containers/Packaging,NSE
GUJALKALI,GUJARAT ALKALIES,Process Industries,Chemicals: Specialty,NSE
SOMATEX,SOMA TEXTILE & IND,Process Industries,Textiles,NSE
APCOTEXIND,APCOTEX INDUSTRIES,Process Industries,Chemicals: Specialty,NSE
SIYSIL,SIYARAM SILK,Process Industries,Textiles,NSE
ANDHRAPAP,ANDHRA PAPER LTD,Process Industries,Pulp & Paper,NSE
NACLIND,NACL INDUSTRIES LTD,Process Industries,Chemicals: Agricultural,NSE
SHANTI,SHANTI OVERSEAS (IND) LTD,Process Industries,Agricultural Commodities/Milling,NSE
KANSAINER,KANSAI NEROLAC PAI,Process Industries,Industrial Specialties,NSE
PREMEXPLN,PREMIER EXPLOSIVES,Process Industries,Chemicals: Specialty,NSE
CENTENKA,CENTURY ENKA,Process Industries,Chemicals: Specialty,NSE
SULA,SULA VINEYARDS LTD,Process Industries,Agricultural Commodities/Milling,NSE
VALIANTORG,VALIANT ORGANICS LTD,Process Industries,Chemicals: Specialty,NSE
KRBL,KRBL LTD,Process Industries,Agricultural Commodities/Milling,NSE
ACI,ARCHEAN CHEMICAL IND LTD,Process Industries,Chemicals: Major Diversified,NSE
LRRPL,LEAD RECLAIM & RUB,Process Industries,Chemicals: Specialty,NSE
NRAIL,NR AGARWAL IND,Process Industries,Containers/Packaging,NSE
MANORG,MANGALAM ORGANICS LTD,Process Industries,Chemicals: Specialty,NSE
PASUPTAC,PASUPATI ACRYLON LTD,Process Industries,Textiles,NSE
PARASPETRO,PARAS PETROFILS LTD,Process Industries,Textiles,NSE
SAH,SAH POLYMERS LTD,Process Industries,Containers/Packaging,NSE
BERGEPAINT,BERGER PAINTS IND,Process Industries,Industrial Specialties,NSE
DAMODARIND,DAMODAR INDUSTRIES,Process Industries,Textiles,NSE
WORTH,WORTH PERIPHERALS LTD,Process Industries,Containers/Packaging,NSE
SARVESHWAR,SARVESHWAR FOODS LTD,Process Industries,Agricultural Commodities/Milling,NSE
SRF,SRF LTD,Process Industries,Industrial Specialties,NSE
ORIENTLTD,ORIENT PRESS LTD,Process Industries,Containers/Packaging,NSE
DEEPAKNTR,DEEPAK NITRITE,Process Industries,Chemicals: Specialty,NSE
DCMNVL,DCM NOUVELLE LTD,Process Industries,Textiles,NSE
INDOBORAX,INDO BORAX & CHEMICAL LTD,Process Industries,Chemicals: Specialty,NSE
GHCL,GHCL,Process Industries,Textiles,NSE
VISHWARAJ,VISHWARAJ SUGAR IND LTD,Process Industries,Agricultural Commodities/Milling,NSE
SIKKO,SIKKO INDUSTRIES LTD,Process Industries,Chemicals: Agricultural,NSE
DONEAR,DONEAR INDUSTRIES,Process Industries,Textiles,NSE
SURYALAXMI,SURYALAKSHMI COTTO,Process Industries,Textiles,NSE
PODDARMENT,PODDAR PIGMENTS,Process Industries,Industrial Specialties,NSE
KOHINOOR,KOHINOOR FOODS,Process Industries,Agricultural Commodities/Milling,NSE
AARTIIND,AARTI IND LTD,Process Industries,Chemicals: Major Diversified,NSE
IGPL,IG PETROCHEMICAL,Process Industries,Chemicals: Specialty,NSE
BHAGERIA,BHAGERIA INDUSTRIE,Process Industries,Chemicals: Specialty,NSE
SABAR,SABAR FLEX INDIA L,Process Industries,Containers/Packaging,NSE
RANASUG,RANA SUGARS LTD,Process Industries,Agricultural Commodities/Milling,NSE
KUANTUM,KUANTUM PAPERS LTD,Process Industries,Pulp & Paper,NSE
VITAL,VITAL CHEMTECH LTD,Process Industries,Chemicals: Specialty,NSE
RENUKA,SHREE RENUKA SUGAR,Process Industries,Agricultural Commodities/Milling,NSE
RAIN,RAIN INDUSTRIES LTD,Process Industries,Industrial Specialties,NSE
UPL,UPL LTD,Process Industries,Chemicals: Agricultural,NSE
RPPL,RAJSHREE POLYPACK LTD,Process Industries,Containers/Packaging,NSE
GOKULAGRO,GOKUL AGRO RES LTD,Process Industries,Agricultural Commodities/Milling,NSE
GRAPHITE,GRAPHITE INDIA,Process Industries,Industrial Specialties,NSE
AVANTIFEED,AVANTI FEEDS,Process Industries,Agricultural Commodities/Milling,NSE
RCF,RASHTRIYA CHEM & F,Process Industries,Chemicals: Agricultural,NSE
SHALPAINTS,SHALIMAR PAINTS,Process Industries,Industrial Specialties,NSE
PLASTIBLEN,PLASTIBLENDS INDIA,Process Industries,Chemicals: Major Diversified,NSE
STARPAPER,STAR PAPER MILLS,Process Industries,Pulp & Paper,NSE
VISHAL,VISHAL FABRICS LTD,Process Industries,Textiles,NSE
PRIVISCL,PRIVI SPECIALITY CHE LTD,Process Industries,Chemicals: Major Diversified,NSE
ORBTEXP,ORBIT EXPORTS LTD,Process Industries,Textiles,NSE
LAMBODHARA,LAMBODHARA TEXTILE,Process Industries,Textiles,NSE
KOTARISUG,KOTHARI SUGAR&CHEM,Process Industries,Agricultural Commodities/Milling,NSE
LOYALTEX,LOYAL TEXTILE MILLS LTD,Process Industries,Textiles,NSE
FCL,FINEOTEX CHEMICAL,Process Industries,Industrial Specialties,NSE
EXCELINDUS,EXCEL INDUSTRIES,Process Industries,Chemicals: Agricultural,NSE
SUPERSPIN,SUPER SPINNING,Process Industries,Textiles,NSE
PARADEEP,PARADEEP PHOSPHATES LTD,Process Industries,Chemicals: Agricultural,NSE
